key,result_index,E_total,p_MA,p_MA_0cplrbulk,p_MA_0cplrmer,p_MA_1cplrbulk,p_MA_1cplrmer,p_MA_2cplrbulk,p_MA_2cplrmer,p_MA_crossbulk,p_MA_crossmer,p_MA_default,p_MS,p_MS_0cplrbulk,p_MS_0cplrmer,p_MS_1cplrbulk,p_MS_1cplrmer,p_MS_2cplrbulk,p_MS_2cplrmer,p_MS_crossbulk,p_MS_crossmer,p_MS_default,p_SA,p_SA_0cplrbulk,p_SA_0cplrmer,p_SA_1cplrbulk,p_SA_1cplrmer,p_SA_2cplrbulk,p_SA_2cplrmer,p_SA_crossbulk,p_SA_crossmer,p_SA_default,p_substrate,p_substrate_0cplrbulk,p_substrate_0cplrmer,p_substrate_1cplrbulk,p_substrate_1cplrmer,p_substrate_2cplrbulk,p_substrate_2cplrmer,p_substrate_crossbulk,p_substrate_crossmer,p_substrate_default,p_vacuum,p_vacuum_0cplrbulk,p_vacuum_0cplrmer,p_vacuum_1cplrbulk,p_vacuum_1cplrmer,p_vacuum_2cplrbulk,p_vacuum_2cplrmer,p_vacuum_crossbulk,p_vacuum_crossmer,p_vacuum_default
swissmon_epr,1,0.005358678835821874,7.351669363689332e-05,9.872073555801072e-09,9.318230071989978e-08,9.899101717957347e-09,9.374830159611403e-08,9.866821257231534e-09,9.313868803496975e-08,9.91362061869719e-07,7.21424710693088e-05,7.315321883282397e-08,6.624576654761362e-05,5.6810008781205616e-08,7.46985632013458e-08,5.6957625793578533e-08,7.515229155852596e-08,5.677435974827093e-08,7.466362021385696e-08,5.7053009102308855e-06,5.972406494489196e-05,4.2134422319398564e-07,0.00016341495207645927,1.023595599286842e-11,1.980890670815569e-07,1.0205575937601815e-11,1.9929228469552901e-07,1.0202118510277688e-11,1.9799639883482456e-07,1.1983611218993636e-05,0.0001508359324632033,0.0,0.9164780599034636,0.0005547497564278434,0.0003222004412421303,0.0005562613724349727,0.0003241575267685743,0.0005544297434137514,0.0003220497099063727,0.09359090402361123,0.27005076272427164,0.5502025446053871,0.0832187626842754,4.522029799727705e-05,3.107999781626152e-05,4.53487880185437e-05,3.12687815859349e-05,4.519692249915741e-05,3.106545802608053e-05,0.007934011433046187,0.025627477061859305,0.04942809394342665
