key,result_index,E_total,p_MA,p_MA_0cplrmer,p_MA_1cplrmer,p_MA_1t1complementmer,p_MA_2cplrmer,p_MA_default,p_MA_leadsmer,p_MS,p_MS_0cplrmer,p_MS_1cplrmer,p_MS_1t1complementmer,p_MS_2cplrmer,p_MS_default,p_MS_leadsmer,p_SA,p_SA_0cplrmer,p_SA_1cplrmer,p_SA_1t1complementmer,p_SA_2cplrmer,p_SA_default,p_SA_leadsmer,p_substrate,p_substrate_0cplrmer,p_substrate_1cplrmer,p_substrate_1t1complementmer,p_substrate_2cplrmer,p_substrate_default,p_substrate_leadsmer,p_vacuum,p_vacuum_0cplrmer,p_vacuum_1cplrmer,p_vacuum_1t1complementmer,p_vacuum_2cplrmer,p_vacuum_default,p_vacuum_leadsmer
circular_transmon_single_island,1,0.004624337392011168,2.5396337132644503e-05,4.324938771490841e-06,5.91947203983227e-06,6.600998536265098e-06,3.5675895470730937e-06,8.488100490792043e-07,4.134528188903997e-06,2.435338250234491e-05,3.430512072896557e-06,4.663342499511476e-06,5.245886815644893e-06,2.7961524155984113e-06,4.886239765681324e-06,3.331248933012251e-06,5.931622710430397e-05,7.926680326229198e-06,1.0944816624887321e-05,1.2038841089643983e-05,6.652271056372766e-06,1.4309978196098788e-05,7.443639811071914e-06,0.918499825341217,0.011271397466025073,0.015417185478648928,0.017190228147070215,0.009295129202840237,0.8546344930104217,0.010691392036210839,0.08139110871204375,0.0011037452849213855,0.0015120248554165898,0.0016817040173481557,0.0009130614227914706,0.07513416285397878,0.0010464102775873672
