key,result_index,E_total,p_MA,p_MA_1t1complementbulk,p_MA_1t1complementmer,p_MA_coupler1mer,p_MA_coupler2mer,p_MA_default,p_MA_islandbulk,p_MA_islandmer,p_MA_leadsbulk,p_MA_leadsmer,p_MS,p_MS_1t1complementbulk,p_MS_1t1complementmer,p_MS_coupler1mer,p_MS_coupler2mer,p_MS_default,p_MS_islandbulk,p_MS_islandmer,p_MS_leadsbulk,p_MS_leadsmer,p_SA,p_SA_1t1complementbulk,p_SA_1t1complementmer,p_SA_coupler1mer,p_SA_coupler2mer,p_SA_default,p_SA_islandbulk,p_SA_islandmer,p_SA_leadsbulk,p_SA_leadsmer,p_substrate,p_substrate_1t1complementbulk,p_substrate_1t1complementmer,p_substrate_coupler1mer,p_substrate_coupler2mer,p_substrate_default,p_substrate_islandbulk,p_substrate_islandmer,p_substrate_leadsbulk,p_substrate_leadsmer,p_vacuum,p_vacuum_1t1complementbulk,p_vacuum_1t1complementmer,p_vacuum_coupler1mer,p_vacuum_coupler2mer,p_vacuum_default,p_vacuum_islandbulk,p_vacuum_islandmer,p_vacuum_leadsbulk,p_vacuum_leadsmer
double_pads,1,0.012790078217850397,2.111992615731624e-05,2.368262641039487e-08,1.7403541314034738e-07,7.472336633114501e-08,1.0546770831025577e-06,0.0,6.529293159298236e-07,1.544784820293632e-05,1.4268482841624993e-08,3.6777616666240242e-06,2.0870143907372443e-05,1.369776422935359e-07,1.4271485791784564e-07,6.429355038781074e-08,8.735477678814371e-07,0.0,3.7556299457366283e-06,1.2667762655751051e-05,8.215091412727738e-08,3.147066573276857e-06,5.0637855577001495e-05,1.115833561381771e-05,3.380027937189362e-07,1.3551186928846809e-07,2.023447137206453e-06,0.0,0.0,3.0002042431357088e-05,1.6216474240114047e-07,6.818350989211703e-06,0.9186603299335386,0.04004918010613194,0.0005605736246478293,0.0002280842266206887,0.0033959917651110337,0.7750815240363806,0.03646178990689319,0.049758020761266744,0.0011888295657381063,0.011936335940748466,0.08124704214081975,0.0035133667752196753,5.3684372938031954e-05,2.1860485756597758e-05,0.0003247771749053134,0.06835458901977969,0.0029751909883303056,0.004765169119212333,0.00010227438951441328,0.0011361298151633908
